Player,Position,Session,Total Distance (m),RPE,Avg Speed (m/min),Top Speed (m/s),Sprint Distance (m)
Mary,M,7/18 Game 2,980.0,9.0,61.25,7.9,18.0
Mary,M,7/18 Game 3,1360.0,9.0,85.0,8.5,10.0
Mary,M,7/18 Game 4,1880.0,9.0,69.62962962962963,9.0,19.0
Mary,M,7/18 Game Total,5620.0,9.0,74.93333333333334,9.0,76.0
Mary,M,7/19 Training 1,430.0,8.0,71.66666666666667,6.0,0.0
Mary,M,7/19 Training 2,260.0,8.0,52.0,6.2,1.0
Mary,M,7/19 Training 3,360.0,8.0,51.42857142857143,6.8,9.0
Mary,M,7/19 Training 4,410.0,8.0,58.57142857142857,5.2,0.0
Mary,M,7/19 Training 5,580.0,8.0,34.11764705882353,6.7,3.0
Mary,M,7/19 Training 6,440.0,8.0,40.0,6.4,1.0
Mary,M,7/19 Training 7,120.0,8.0,17.142857142857142,2.2,0.0
Mary,M,7/19 Training 8,160.0,8.0,22.857142857142858,2.3,0.0
Mary,M,7/19 Training Total,2760.0,8.0,41.19402985074627,6.8,14.0
Mary,M,7/19 Game 1,1310.0,8.0,72.77777777777777,8.1,72.0
Mary,M,7/19 Game 2,1400.0,8.0,66.66666666666667,7.3,18.0
Mary,M,7/19 Game Total,2710.0,8.0,69.48717948717949,8.1,90.0
Yukin,A,8/15 Training 1,490.0,4.0,37.69230769230769,8.8,5.0
Yukin,A,8/15 Training 2,0.0,4.0,,0.0,0.0
Yukin,A,8/15 Training 3,140.0,4.0,35.0,7.1,5.0
Yukin,A,8/15 Training total,630.0,,37.05882352941177,8.8,10.0
Yukin,A,8/16 Training 1,800.0,6.0,114.28571428571429,8.7,64.0
Yukin,A,8/16 Training 2,420.0,6.0,52.5,5.3,0.0
Yukin,A,8/16 Training 3,550.0,6.0,78.57142857142857,7.4,9.0
Yukin,A,8/16 Training 4,410.0,6.0,51.25,8.3,23.0
Yukin,A,8/16 Training 5,330.0,6.0,47.142857142857146,5.5,0.0
Yukin,A,8/16 Training 6,330.0,6.0,47.142857142857146,5.3,0.0
Yukin,A,8/16 Training 7,380.0,6.0,42.22222222222222,4.7,0.0
Yukin,A,8/16 Training 8,610.0,6.0,55.45454545454545,5.5,0.0
Yukin,A,8/16 Training 9,380.0,6.0,47.5,5.5,0.0
Yukin,A,8/16 Training 10,570.0,6.0,51.81818181818182,7.6,6.0
Yukin,A,8/16 Training 11,520.0,6.0,47.27272727272727,6.1,1.0
Yukin,A,8/16 Training total,5300.0,6.0,56.38297872340426,8.7,103.0
Annika,A/M,1/10 Pre Game,1260.0,,48.46153846153846,6.0,0.0
Annika,A/M,1/10 九州 1,1220.0,,71.76470588235294,8.1,14.0
Annika,A/M,1/10 九州 2,970.0,,64.66666666666667,8.1,29.0
Annika,A/M,1/10 九州 3,840.0,,49.411764705882355,6.5,8.0
Annika,A/M,1/10 九州 4,960.0,,60.0,7.0,3.0
Annika,A/M,1/10 九州 5,1010.0,,67.33333333333333,6.7,9.0
Annika,A/M,1/10 Total,5000.0,,62.5,8.1,63.0
Annika,A/M,1/11 Pre Game,2390.0,,47.8,6.3,4.0
Annika,A/M,1/11 福岡 1,1240.0,,72.94117647058823,8.6,42.0
Annika,A/M,1/11 福岡 2,1290.0,,80.625,8.0,5.0
Annika,A/M,1/11 福岡 3,940.0,,58.75,8.3,5.0
Annika,A/M,1/11 福岡 4,1340.0,,74.44444444444444,7.8,18.0
Annika,A/M,1/11 福岡 5,910.0,,65.0,6.8,6.0
Annika,A/M,1/11 福岡 6,810.0,,47.64705882352941,7.4,4.0
Annika,A/M,1/11 福岡 7,990.0,,76.15384615384616,6.0,0.0
Annika,A/M,1/11 福岡 8,890.0,,59.333333333333336,7.3,6.0
Annika,A/M,1/11 Total,8410.0,,66.74603174603175,8.6,86.0
Yochi,M,3/17 HK 1,4930.0,,49.3,8.5,37.0
Yochi,M,3/17 HK 2,780.0,,55.714285714285715,7.2,4.0
Yochi,M,3/17 Total,5710.0,,50.08771929824562,8.5,41.0
Yochi,M,3/18 明治 1,650.0,,81.25,6.9,12.0
Yochi,M,3/18 明治 2,640.0,,80.0,7.2,3.0
Yochi,M,3/18 明治 3,630.0,,78.75,6.5,4.0
Yochi,M,3/18 明治 4,770.0,,85.55555555555556,6.3,1.0
Yochi,M,3/18 Total,2690.0,,81.51515151515152,7.2,20.0
Yochi,M,3/19 Revengers 1,790.0,,87.77777777777777,6.0,2.0
Yochi,M,3/19 Revengers 2,780.0,,86.66666666666667,5.8,0.0
Yochi,M,3/19 Revengers 3,820.0,,91.11111111111111,7.5,2.0
Yochi,M,3/19 Revengers 4,780.0,,86.66666666666667,7.4,25.0
Yochi,M,3/19 Total,3170.0,,88.05555555555556,7.5,29.0
Alanna,A,6/18 1,1160.0,,89.23076923076923,8.7,16.0
Alanna,A,6/18 2,1160.0,,68.23529411764706,6.7,17.0
Alanna,A,6/18 3,980.0,,65.33333333333333,7.0,8.0
Alanna,A,6/18 4,1300.0,,65.0,6.7,5.0
Alanna,A,6/18 total,4600.0,,70.76923076923077,8.7,46.0
Alanna,A,6/19 Switzerland 1,920.0,,57.5,6.8,18.0
Alanna,A,6/19 Switzerland 2,1360.0,,61.81818181818182,6.5,6.0
Alanna,A,6/19 Switzerland 3,1090.0,,41.92307692307692,5.3,0.0
Alanna,A,6/19 Switzerland 4,640.0,,29.09090909090909,6.8,12.0
Alanna,A,6/19 Switzerland total,4010.0,,46.627906976744185,6.8,36.0
Alanna,A,6/20 Germany 1,1280.0,,80.0,7.1,47.0
Alanna,A,6/20 Germany 2,1040.0,,52.0,6.6,32.0
Alanna,A,6/20 Germany 3,830.0,,63.84615384615385,7.4,6.0
Alanna,A,6/20 Germany 4,940.0,,49.473684210526315,7.9,58.0
Alanna,A,6/20 Germany total,4090.0,,60.14705882352941,7.9,143.0
Alanna,A,6/21 Germany 1,950.0,5.0,73.07692307692308,6.5,13.0
Alanna,A,6/21 Germany 2,450.0,5.0,64.28571428571429,4.5,0.0
Alanna,A,6/21 Germany 3,820.0,5.0,68.33333333333333,6.9,7.0
Alanna,A,6/21 Germany 4,450.0,5.0,40.90909090909091,6.4,7.0
Alanna,A,6/21 Germany 5,880.0,5.0,67.6923076923077,6.8,35.0
Alanna,A,6/21 Germany 6,570.0,5.0,63.333333333333336,7.0,1.0
Alanna,A,6/21 Germany 7,690.0,5.0,62.72727272727273,5.9,0.0
Alanna,A,6/21 Germany 8,860.0,5.0,66.15384615384616,5.9,0.0
Alanna,A,6/21 Germany total,5670.0,5.0,63.70786516853933,7.0,63.0
XinYing,D,7/18 Training 1,500.0,5.0,55.55555555555556,4.4,0.0
XinYing,D,7/18 Training 2,500.0,5.0,45.45454545454545,4.9,0.0
XinYing,D,7/18 Training 3,350.0,5.0,35.0,3.6,0.0
XinYing,D,7/18 Training 4,440.0,5.0,44.0,4.3,0.0
XinYing,D,7/18 Training 5,660.0,5.0,55.0,7.4,2.0
XinYing,D,7/18 Training 6,460.0,5.0,41.81818181818182,4.8,0.0
XinYing,D,7/18 Training 7,470.0,5.0,67.14285714285714,5.9,0.0
XinYing,D,7/18 Training 8,570.0,5.0,51.81818181818182,7.0,3.0
XinYing,D,7/18 Training 9,340.0,5.0,48.57142857142857,4.6,0.0
XinYing,D,7/18 Training 10,320.0,5.0,53.333333333333336,3.4,0.0
XinYing,D,7/18 Training 11,310.0,5.0,51.666666666666664,4.0,0.0
XinYing,D,7/18 Training 12,350.0,5.0,50.0,5.8,0.0
XinYing,D,7/18 Training Total,5270.0,5.0,49.25233644859813,7.4,5.0
XinYing,D,7/18 Game 1,980.0,6.0,61.25,4.7,0.0
XinYing,D,7/18 Game 2,890.0,6.0,55.625,5.6,0.0
XinYing,D,7/18 Game 3,620.0,6.0,38.75,4.3,0.0
XinYing,D,7/18 Game 4,1250.0,6.0,46.2962962962963,5.7,0.0
XinYing,D,7/18 Game Total,3470.0,6.0,46.266666666666666,5.7,0.0
XinYing,D,7/19 Training 1,220.0,4.0,36.666666666666664,6.8,1.0
XinYing,D,7/19 Training 2,240.0,4.0,48.0,4.5,0.0
XinYing,D,7/19 Training 3,320.0,4.0,45.714285714285715,4.2,0.0
XinYing,D,7/19 Training 4,430.0,4.0,61.42857142857143,5.8,0.0
XinYing,D,7/19 Training 5,500.0,4.0,29.41176470588235,5.2,0.0
XinYing,D,7/19 Training 6,340.0,4.0,30.90909090909091,4.9,0.0
XinYing,D,7/19 Training 7,380.0,4.0,54.285714285714285,3.5,0.0
XinYing,D,7/19 Training 8,140.0,4.0,20.0,2.5,0.0
XinYing,D,7/19 Training Total,2570.0,4.0,38.35820895522388,6.8,1.0
XinYing,D,7/19 Game 1,860.0,4.0,47.77777777777778,5.3,0.0
XinYing,D,7/19 Game 2,990.0,4.0,47.142857142857146,6.0,1.0
XinYing,D,7/19 Game Total,1850.0,4.0,47.43589743589744,6.0,1.0
Hana,D,8/15 Training 1,520.0,4.0,32.5,7.8,11.0
Hana,D,8/15 Training 2,0.0,4.0,,0.0,0.0
Hana,D,8/15 Training 3,130.0,4.0,32.5,2.5,0.0
Hana,D,8/15 Training total,650.0,4.0,32.5,7.8,11.0
Hana,D,8/16 Training 1,1580.0,7.0,75.23809523809524,10.1,184.0
Hana,D,8/16 Training 2,420.0,7.0,52.5,7.4,6.0
Hana,D,8/16 Training 3,600.0,7.0,85.71428571428571,7.1,4.0
Hana,D,8/16 Training 4,450.0,7.0,56.25,8.1,45.0
Hana,D,8/16 Training 5,440.0,7.0,62.857142857142854,6.8,1.0
Hana,D,8/16 Training 6,310.0,7.0,44.285714285714285,6.0,1.0
Hana,D,8/16 Training 7,470.0,7.0,52.22222222222222,5.9,0.0
Hana,D,8/16 Training 8,670.0,7.0,60.90909090909091,6.6,2.0
Hana,D,8/16 Training 9,390.0,7.0,48.75,7.7,2.0
Hana,D,8/16 Training 10,600.0,7.0,54.54545454545455,6.9,13.0
Hana,D,8/16 Training 11,580.0,7.0,52.72727272727273,7.3,7.0
Hana,D,8/16 Training total,6510.0,7.0,60.27777777777778,10.1,265.0
